1,Zalgiris,23,16,4,3,44,15,52
2,FK Panevezys,21,16,4,1,40,7,52
3,Siauliai FA,22,12,7,3,33,19,43
4,Hegelmann,21,10,1,10,39,23,31
5,Kauno Zalgiris,23,7,9,7,30,28,30
6,Dainava Alytus,23,6,8,9,19,22,26
7,Banga,23,6,5,12,15,35,23
8,Suduva,22,5,3,14,15,40,18
9,Dziugas Telsiai,23,4,6,13,19,38,18
10,Riteriai,23,2,9,12,12,39,15
