1,Gimcheon Sangmu,21,13,3,5,37,23,42
2,Gyeongnam,21,10,7,4,37,25,37
3,Anyang,20,10,5,5,35,26,35
4,Gimpo FC,20,9,8,3,22,12,35
5,Bucheon FC,21,10,4,7,29,23,34
6,Busan,20,9,7,4,38,18,34
7,Jeonnam,21,9,4,8,34,35,31
8,Cheongju,22,7,8,7,25,32,29
9,Seongnam,22,6,8,8,28,29,26
10,Asan,22,7,5,10,27,28,26
11,Seoul E-Land,21,7,4,10,26,27,25
12,Ansan Greeners,20,2,4,14,18,40,10
13,Cheonan City,21,1,5,15,18,46,8
