1,Melbourne Victory II,19,13,2,4,44,17,41
2,Caroline Springs,18,13,1,4,40,20,40
3,North Sunshine Eagles,19,10,2,7,42,34,32
4,Goulburn Valley Suns,19,9,5,5,38,31,32
5,Nunawading City,18,9,2,7,38,30,29
6,Boroondara Carey SC,19,9,2,8,38,36,29
7,Doveton,19,8,3,8,26,29,27
8,Box Hill United,19,6,4,9,32,39,22
9,Beaumaris SC,19,5,3,11,23,36,18
10,Essendon Royals,19,4,5,10,22,34,17
11,Geelong SC,19,4,5,10,25,38,17
12,Ballarat City,19,5,2,12,29,53,17
