1,Miramar,5,3,2,0,13,10,11
2,Wellington Olympic,5,3,1,1,15,13,10
3,Cashmere Technical,5,3,0,2,8,4,9
4,Wellington Phoenix II,5,2,0,3,15,8,6
5,Western Suburbs,5,2,0,3,6,11,6
6,Selwyn United,5,0,1,4,4,15,1
