1,Ulsan Hyundai,24,18,2,4,49,27,56
2,Pohang,24,12,8,4,36,27,44
3,Seoul,24,10,7,7,41,27,37
4,Jeonbuk,24,11,4,9,30,22,37
5,Gwangju FC,24,9,7,8,29,25,34
6,Daejeon,24,8,9,7,35,37,33
7,Daegu,24,8,9,7,27,28,33
8,Incheon,24,8,9,7,26,27,33
9,Jeju United,24,8,6,10,32,34,30
10,Suwon FC,24,5,5,14,26,51,20
11,Suwon Bluewings,24,4,6,14,25,37,18
12,Gangwon,24,2,10,12,15,29,16
