1,Llaneros,16,9,5,2,19,10,32
2,Patriotas,16,8,6,2,20,7,30
3,Cucuta,16,7,7,2,19,12,28
4,Quindio,16,8,4,4,17,12,28
5,Cortulua,16,7,6,3,22,16,27
6,Real Cartagena,16,7,5,4,24,19,26
7,Fortaleza,16,6,7,3,20,15,25
8,Valledupar,16,5,6,5,18,21,21
9,Real Santander,16,5,5,6,13,12,20
10,Leones,16,4,6,6,26,28,18
11,Bogota,16,4,5,7,12,16,17
12,Barranquilla,16,5,2,9,18,24,17
13,Orsomarso,16,5,2,9,12,20,17
14,Tigres,16,4,3,9,7,13,15
15,Boca Juniors,16,2,6,8,14,22,12
16,Atletico FC,16,1,7,8,16,30,10
