1,Shan United,12,10,2,0,29,9,32
2,Yangon United,12,10,1,1,37,4,31
3,Ispe FC,13,6,2,5,22,19,20
4,Hantharwady United,12,6,1,5,18,14,19
5,Sagaing,12,5,2,5,16,22,17
6,Rakhine United,13,4,4,5,17,19,16
7,Dagon,13,4,2,7,23,23,14
8,Yadanarbon,12,3,5,4,16,16,14
9,Ayeyawady,13,4,2,7,24,30,14
10,Myawady,12,3,4,5,15,22,13
11,Kachin United,12,2,4,6,10,19,10
12,Chinland,12,2,1,9,12,42,7
